Entity,Code,Year,"Number of daily male smokers (IHME, GHDx (2012))","Number of daily female smokers (IHME, GHDx (2012))"
Samoa,WSM,1997,20913,7513
Samoa,WSM,1998,20858,7487
Samoa,WSM,1999,20848,7481
Samoa,WSM,2000,20823,7474
Samoa,WSM,2001,20758,7467
Samoa,WSM,2002,20674,7474
Samoa,WSM,2003,20322,7437
Samoa,WSM,2004,19936,7390
Samoa,WSM,2005,19518,7314
Samoa,WSM,2006,19140,7238
Samoa,WSM,2007,18796,7147
Samoa,WSM,2008,18546,7075
Samoa,WSM,2009,18434,7046
Samoa,WSM,2010,18591,7097
Samoa,WSM,2011,18799,7166
Samoa,WSM,2012,19056,7260
Sao Tome and Principe,STP,1980,1542,297
Sao Tome and Principe,STP,1981,1567,304
Sao Tome and Principe,STP,1982,1586,309
Sao Tome and Principe,STP,1983,1599,312
Sao Tome and Principe,STP,1984,1610,315
Sao Tome and Principe,STP,1985,1624,319
Sao Tome and Principe,STP,1986,1637,323
Sao Tome and Principe,STP,1987,1649,327
Sao Tome and Principe,STP,1988,1664,331
Sao Tome and Principe,STP,1989,1685,337
Sao Tome and Principe,STP,1990,1711,343
Sao Tome and Principe,STP,1991,1743,349
Sao Tome and Principe,STP,1992,1780,356
Sao Tome and Principe,STP,1993,1817,362
Sao Tome and Principe,STP,1994,1851,369
Sao Tome and Principe,STP,1995,1878,374
Sao Tome and Principe,STP,1996,1898,379
Sao Tome and Principe,STP,1997,1912,383
Sao Tome and Principe,STP,1998,1926,387
Sao Tome and Principe,STP,1999,1946,394
Sao Tome and Principe,STP,2000,1979,401
Sao Tome and Principe,STP,2001,2025,411
Sao Tome and Principe,STP,2002,2084,422
Sao Tome and Principe,STP,2003,2154,435
Sao Tome and Principe,STP,2004,2231,449
Sao Tome and Principe,STP,2005,2314,463
Sao Tome and Principe,STP,2006,2406,478
Sao Tome and Principe,STP,2007,2505,493
Sao Tome and Principe,STP,2008,2612,508
Sao Tome and Principe,STP,2009,2724,525
Sao Tome and Principe,STP,2010,2837,542
Sao Tome and Principe,STP,2011,2953,560
Sao Tome and Principe,STP,2012,3070,579
Saudi Arabia,SAU,1980,382185,17529
Saudi Arabia,SAU,1981,397925,18064
Saudi Arabia,SAU,1982,413235,18574
Saudi Arabia,SAU,1983,427942,19056
Saudi Arabia,SAU,1984,442932,19475
Saudi Arabia,SAU,1985,460398,19888
Saudi Arabia,SAU,1986,485312,20341
Saudi Arabia,SAU,1987,523050,20939
Saudi Arabia,SAU,1988,603702,22619
Saudi Arabia,SAU,1989,710000,24803
Saudi Arabia,SAU,1990,837353,27500
Saudi Arabia,SAU,1991,941573,29404
Saudi Arabia,SAU,1992,1045189,31400
Saudi Arabia,SAU,1993,1142053,33548
Saudi Arabia,SAU,1994,1227542,35825
Saudi Arabia,SAU,1995,1302329,38450
Saudi Arabia,SAU,1996,1367899,41785
Saudi Arabia,SAU,1997,1401992,45529
Saudi Arabia,SAU,1998,1435079,50078
Saudi Arabia,SAU,1999,1483164,55137
Saudi Arabia,SAU,2000,1554552,60501
Saudi Arabia,SAU,2001,1652445,66077
Saudi Arabia,SAU,2002,1772406,71648
Saudi Arabia,SAU,2003,1905376,77328
Saudi Arabia,SAU,2004,2037941,83279
Saudi Arabia,SAU,2005,2152613,90883
Saudi Arabia,SAU,2006,2256817,99369
Saudi Arabia,SAU,2007,2354110,108574
Saudi Arabia,SAU,2008,2444956,118383
Saudi Arabia,SAU,2009,2534499,128449
Saudi Arabia,SAU,2010,2627697,138661
Saudi Arabia,SAU,2011,2725479,145349
Saudi Arabia,SAU,2012,2826107,151983
Senegal,SEN,1980,302334,21989
Senegal,SEN,1981,308628,22630
Senegal,SEN,1982,314048,23213
Senegal,SEN,1983,321540,23901
Senegal,SEN,1984,329756,24655
Senegal,SEN,1985,338294,25447
Senegal,SEN,1986,346904,26251
Senegal,SEN,1987,355182,27063
Senegal,SEN,1988,364477,27947
Senegal,SEN,1989,375001,28877
Senegal,SEN,1990,386729,29858
Senegal,SEN,1991,399263,30849
Senegal,SEN,1992,412884,31880
Senegal,SEN,1993,427377,32941
Senegal,SEN,1994,442147,34002
Senegal,SEN,1995,455312,34984
Senegal,SEN,1996,467170,35933
Senegal,SEN,1997,472573,35772
Senegal,SEN,1998,475275,35568
Senegal,SEN,1999,477017,35399
Senegal,SEN,2000,479830,35310
Senegal,SEN,2001,483472,35261
Senegal,SEN,2002,488424,35233
Senegal,SEN,2003,492055,35082
Senegal,SEN,2004,488076,33877
Senegal,SEN,2005,483797,32870
Senegal,SEN,2006,481413,32203
Senegal,SEN,2007,479547,31601
Senegal,SEN,2008,479674,31082
Senegal,SEN,2009,482653,30704
Senegal,SEN,2010,488141,30460
Senegal,SEN,2011,496727,30388
Senegal,SEN,2012,513395,31215
Serbia,SRB,1980,862124,698012
Serbia,SRB,1981,871803,704523
Serbia,SRB,1982,882691,711286
Serbia,SRB,1983,894103,718255
Serbia,SRB,1984,904979,724602
Serbia,SRB,1985,915421,730384
Serbia,SRB,1986,924981,735542
Serbia,SRB,1987,933881,739916
Serbia,SRB,1988,943453,744476
Serbia,SRB,1989,955772,751114
Serbia,SRB,1990,972652,760974
Serbia,SRB,1991,1000120,776749
Serbia,SRB,1992,1049470,802929
Serbia,SRB,1993,1122094,839572
Serbia,SRB,1994,1201209,878540
Serbia,SRB,1995,1280918,916210
Serbia,SRB,1996,1355026,949839
Serbia,SRB,1997,1410658,973946
Serbia,SRB,1998,1457282,993269
Serbia,SRB,1999,1512510,1015397
Serbia,SRB,2000,1547583,1027753
Serbia,SRB,2001,1557716,1029259
Serbia,SRB,2002,1547416,1023008
Serbia,SRB,2003,1528311,1013403
Serbia,SRB,2004,1490807,997079
Serbia,SRB,2005,1448414,979336
Serbia,SRB,2006,1404787,960506
Serbia,SRB,2007,1358300,940919
Serbia,SRB,2008,1316507,921629
Serbia,SRB,2009,1288560,908570
Serbia,SRB,2010,1266172,898733
Serbia,SRB,2011,1247201,891003
Serbia,SRB,2012,1232601,885420
Seychelles,SYC,1980,6307,884
Seychelles,SYC,1981,6444,905
Seychelles,SYC,1982,6623,930
Seychelles,SYC,1983,6819,957
Seychelles,SYC,1984,6969,979
Seychelles,SYC,1985,7011,989
Seychelles,SYC,1986,6987,993
Seychelles,SYC,1987,6912,992
Seychelles,SYC,1988,6808,987
Seychelles,SYC,1989,6698,979
Seychelles,SYC,1990,6659,976
Seychelles,SYC,1991,6737,982
Seychelles,SYC,1992,6881,995
Seychelles,SYC,1993,7066,1013
Seychelles,SYC,1994,7271,1035
Seychelles,SYC,1995,7454,1056
Seychelles,SYC,1996,7555,1073
Seychelles,SYC,1997,7582,1081
Seychelles,SYC,1998,7587,1086
Seychelles,SYC,1999,7643,1098
Seychelles,SYC,2000,7760,1118
Seychelles,SYC,2001,7950,1146
Seychelles,SYC,2002,8203,1182
Seychelles,SYC,2003,8518,1224
Seychelles,SYC,2004,8846,1261
Seychelles,SYC,2005,9130,1287
Seychelles,SYC,2006,9370,1301
Seychelles,SYC,2007,9565,1305
Seychelles,SYC,2008,9742,1307
Seychelles,SYC,2009,9882,1306
Seychelles,SYC,2010,9960,1304
Seychelles,SYC,2011,9997,1306
Seychelles,SYC,2012,10008,1311
Sierra Leone,SLE,1980,281524,54731
Sierra Leone,SLE,1981,285503,55510
Sierra Leone,SLE,1982,289400,56254
Sierra Leone,SLE,1983,293634,57087
Sierra Leone,SLE,1984,298467,58091
Sierra Leone,SLE,1985,304041,59302
Sierra Leone,SLE,1986,310622,60757
Sierra Leone,SLE,1987,318167,62417
Sierra Leone,SLE,1988,325542,63978
Sierra Leone,SLE,1989,331376,65179
Sierra Leone,SLE,1990,334589,65911
Sierra Leone,SLE,1991,334498,66006
Sierra Leone,SLE,1992,331801,65656
Sierra Leone,SLE,1993,327740,65099
Sierra Leone,SLE,1994,323957,64555
Sierra Leone,SLE,1995,321662,64220
Sierra Leone,SLE,1996,320926,64118
Sierra Leone,SLE,1997,320098,64705
Sierra Leone,SLE,1998,322211,65453
Sierra Leone,SLE,1999,327713,66753
Sierra Leone,SLE,2000,336895,68709
Sierra Leone,SLE,2001,350321,71405
Sierra Leone,SLE,2002,367894,74697
Sierra Leone,SLE,2003,387635,78405
Sierra Leone,SLE,2004,407125,82054
Sierra Leone,SLE,2005,424843,85377
Sierra Leone,SLE,2006,440179,88339
Sierra Leone,SLE,2007,453268,91074
Sierra Leone,SLE,2008,464517,93740
Sierra Leone,SLE,2009,473281,97623
Sierra Leone,SLE,2010,484129,100501
Sierra Leone,SLE,2011,495537,103460
Sierra Leone,SLE,2012,507666,106531
Singapore,SGP,1980,263163,42838
Singapore,SGP,1981,266865,43135
Singapore,SGP,1982,270049,43268
Singapore,SGP,1983,272891,43285
Singapore,SGP,1984,275450,43186
Singapore,SGP,1985,278436,43127
Singapore,SGP,1986,282379,43185
Singapore,SGP,1987,286148,43001
Singapore,SGP,1988,280443,41951
Singapore,SGP,1989,284338,41724
Singapore,SGP,1990,293455,42266
Singapore,SGP,1991,297929,42277
Singapore,SGP,1992,302245,42224
Singapore,SGP,1993,305824,41971
Singapore,SGP,1994,308743,41616
Singapore,SGP,1995,311269,41192
Singapore,SGP,1996,313917,40858
Singapore,SGP,1997,314940,41214
Singapore,SGP,1998,316660,41804
Singapore,SGP,1999,315606,42937
Singapore,SGP,2000,314048,44294
Singapore,SGP,2001,314769,46307
Singapore,SGP,2002,316071,48313
Singapore,SGP,2003,318537,50383
Singapore,SGP,2004,320711,52539
Singapore,SGP,2005,326739,54396
Singapore,SGP,2006,333566,56575
Singapore,SGP,2007,332541,57065
Singapore,SGP,2008,339231,58752
Singapore,SGP,2009,349946,61359
Singapore,SGP,2010,354185,62180
Singapore,SGP,2011,356704,62389
Singapore,SGP,2012,359757,62902
Slovakia,SVK,1980,613286,284145
Slovakia,SVK,1981,617192,284384
Slovakia,SVK,1982,620733,284537
Slovakia,SVK,1983,624183,284691
Slovakia,SVK,1984,627472,285332
Slovakia,SVK,1985,630413,286480
Slovakia,SVK,1986,633156,287730
Slovakia,SVK,1987,636118,289158
Slovakia,SVK,1988,639676,290807
Slovakia,SVK,1989,643887,292432
Slovakia,SVK,1990,648521,294164
Slovakia,SVK,1991,655309,296463
Slovakia,SVK,1992,664247,299518
Slovakia,SVK,1993,674029,303167
Slovakia,SVK,1994,685168,306803
Slovakia,SVK,1995,696687,310219
Slovakia,SVK,1996,708065,313445
Slovakia,SVK,1997,710153,318032
Slovakia,SVK,1998,712345,321573
Slovakia,SVK,1999,715494,324658
Slovakia,SVK,2000,719365,327337
Slovakia,SVK,2001,723262,329592
Slovakia,SVK,2002,725985,331960
Slovakia,SVK,2003,726046,335111
Slovakia,SVK,2004,713343,343729
Slovakia,SVK,2005,700568,351600
Slovakia,SVK,2006,690220,349008
Slovakia,SVK,2007,680423,345038
Slovakia,SVK,2008,673570,341020
Slovakia,SVK,2009,670395,338146
Slovakia,SVK,2010,675028,339581
Slovakia,SVK,2011,681974,342021
Slovakia,SVK,2012,690450,344950
Slovenia,SVN,1980,251050,175134
Slovenia,SVN,1981,251388,175753
Slovenia,SVN,1982,252359,176611
Slovenia,SVN,1983,253367,177527
Slovenia,SVN,1984,253831,178317
Slovenia,SVN,1985,253532,178740
Slovenia,SVN,1986,252243,178654
Slovenia,SVN,1987,250587,178211
Slovenia,SVN,1988,248657,177528
Slovenia,SVN,1989,246239,176809
Slovenia,SVN,1990,244112,176408
Slovenia,SVN,1991,242321,176443
Slovenia,SVN,1992,240374,176666
Slovenia,SVN,1993,237621,176635
Slovenia,SVN,1994,234491,176254
Slovenia,SVN,1995,231342,175465
Slovenia,SVN,1996,228516,174189
Slovenia,SVN,1997,226896,173155
Slovenia,SVN,1998,225102,171672
Slovenia,SVN,1999,222622,169726
Slovenia,SVN,2000,219400,167572
Slovenia,SVN,2001,215746,165462
Slovenia,SVN,2002,211752,163358
Slovenia,SVN,2003,208154,161520
Slovenia,SVN,2004,205966,161141
Slovenia,SVN,2005,205055,160941
Slovenia,SVN,2006,206469,159445
Slovenia,SVN,2007,209205,158610
Slovenia,SVN,2008,214641,160014
Slovenia,SVN,2009,221709,162563
Slovenia,SVN,2010,224727,163852
Slovenia,SVN,2011,226671,164950
Slovenia,SVN,2012,227773,165707
Solomon Islands,SLB,1980,25759,9436
Solomon Islands,SLB,1981,26587,9757
Solomon Islands,SLB,1982,27393,10077
Solomon Islands,SLB,1983,28186,10399
Solomon Islands,SLB,1984,29011,10735
Solomon Islands,SLB,1985,29887,11089
Solomon Islands,SLB,1986,30812,11459
Solomon Islands,SLB,1987,31785,11855
Solomon Islands,SLB,1988,32803,12272
Solomon Islands,SLB,1989,33896,12714
Solomon Islands,SLB,1990,35092,13182
Solomon Islands,SLB,1991,36371,13661
Solomon Islands,SLB,1992,37699,14146
Solomon Islands,SLB,1993,39099,14652
Solomon Islands,SLB,1994,40585,15165
Solomon Islands,SLB,1995,42154,15689
Solomon Islands,SLB,1996,43780,16212
Solomon Islands,SLB,1997,45153,16668
Solomon Islands,SLB,1998,46637,17175
Solomon Islands,SLB,1999,48117,17749
Solomon Islands,SLB,2000,49523,18325
Solomon Islands,SLB,2001,50818,18903
Solomon Islands,SLB,2002,52011,19468
Solomon Islands,SLB,2003,53157,20060
Solomon Islands,SLB,2004,54221,20641
Solomon Islands,SLB,2005,55186,21176
Solomon Islands,SLB,2006,56076,21691
Solomon Islands,SLB,2007,56641,22087
Solomon Islands,SLB,2008,57343,22495
Solomon Islands,SLB,2009,58497,23040
Solomon Islands,SLB,2010,59840,23653
Solomon Islands,SLB,2011,61317,24320
Solomon Islands,SLB,2012,62857,24986
Somalia,SOM,1980,338457,47595
Somalia,SOM,1981,346456,48747
Somalia,SOM,1982,346527,48732
Somalia,SOM,1983,341244,47963
Somalia,SOM,1984,335043,47045
Somalia,SOM,1985,331096,46413
Somalia,SOM,1986,330465,46168
Somalia,SOM,1987,332270,46200
Somalia,SOM,1988,335167,46387
Somalia,SOM,1989,337474,46533
Somalia,SOM,1990,338091,46477
Somalia,SOM,1991,336645,46164
Somalia,SOM,1992,333768,45659
Somalia,SOM,1993,330928,45121
Somalia,SOM,1994,329490,44741
Somalia,SOM,1995,330678,44730
Somalia,SOM,1996,335075,45114
Somalia,SOM,1997,338779,43369
Somalia,SOM,1998,344456,42343
Somalia,SOM,1999,351164,41847
Somalia,SOM,2000,357981,41674
Somalia,SOM,2001,364692,41698
Somalia,SOM,2002,371624,41888
Somalia,SOM,2003,378725,42224
Somalia,SOM,2004,385965,42648
Somalia,SOM,2005,393748,43127
Somalia,SOM,2006,401973,43656
Somalia,SOM,2007,410498,44265
Somalia,SOM,2008,419370,44923
Somalia,SOM,2009,429090,45701
Somalia,SOM,2010,439938,46604
Somalia,SOM,2011,451928,47668
Somalia,SOM,2012,464756,48838
South Africa,ZAF,1980,3226631,798640
South Africa,ZAF,1981,3291011,814291
South Africa,ZAF,1982,3372221,833858
South Africa,ZAF,1983,3465565,855760
South Africa,ZAF,1984,3551128,877409
South Africa,ZAF,1985,3643790,901299
South Africa,ZAF,1986,3735775,926419
South Africa,ZAF,1987,3821103,950491
South Africa,ZAF,1988,3899112,973881
South Africa,ZAF,1989,3983562,999403
South Africa,ZAF,1990,4088953,1029127
South Africa,ZAF,1991,4215784,1062800
South Africa,ZAF,1992,4364946,1099461
South Africa,ZAF,1993,4519082,1137126
South Africa,ZAF,1994,4662700,1175735
South Africa,ZAF,1995,4788686,1213949
South Africa,ZAF,1996,4890725,1253766
South Africa,ZAF,1997,4873863,1283758
South Africa,ZAF,1998,4853309,1312133
South Africa,ZAF,1999,4722482,1320451
South Africa,ZAF,2000,4585873,1318506
South Africa,ZAF,2001,4448748,1312372
South Africa,ZAF,2002,4307370,1309705
South Africa,ZAF,2003,4169544,1317107
South Africa,ZAF,2004,3987066,1330522
South Africa,ZAF,2005,3808058,1358401
South Africa,ZAF,2006,3652331,1419926
South Africa,ZAF,2007,3528333,1493810
South Africa,ZAF,2008,3527388,1543199
South Africa,ZAF,2009,3573161,1587899
South Africa,ZAF,2010,3642822,1622558
South Africa,ZAF,2011,3727569,1648305
South Africa,ZAF,2012,3822400,1669391
South Korea,KOR,1980,7605783,841110
South Korea,KOR,1981,7859307,850909
South Korea,KOR,1982,8109366,857516
South Korea,KOR,1983,8354454,862897
South Korea,KOR,1984,8600790,868660
South Korea,KOR,1985,8849906,875199
South Korea,KOR,1986,9097605,881369
South Korea,KOR,1987,9339479,887133
South Korea,KOR,1988,9568939,891456
South Korea,KOR,1989,9781481,894592
South Korea,KOR,1990,9942086,897658
South Korea,KOR,1991,10045948,879966
South Korea,KOR,1992,10125762,863314
South Korea,KOR,1993,10190633,852826
South Korea,KOR,1994,10292569,862005
South Korea,KOR,1995,10382741,878324
South Korea,KOR,1996,10412423,891166
South Korea,KOR,1997,10386672,903707
South Korea,KOR,1998,10347618,919534
South Korea,KOR,1999,10217201,924886
South Korea,KOR,2000,10080864,938378
South Korea,KOR,2001,9922855,955397
South Korea,KOR,2002,9752706,976559
South Korea,KOR,2003,9569339,1001593
South Korea,KOR,2004,9382923,1029243
South Korea,KOR,2005,9204548,1059472
South Korea,KOR,2006,9082907,1087343
South Korea,KOR,2007,8968601,1114597
South Korea,KOR,2008,8868802,1141895
South Korea,KOR,2009,8785990,1167220
South Korea,KOR,2010,8715283,1189974
South Korea,KOR,2011,8702664,1206226
South Korea,KOR,2012,8748006,1213619
Spain,ESP,1980,5837727,3666698
Spain,ESP,1981,5904125,3688793
Spain,ESP,1982,5981459,3713483
Spain,ESP,1983,6059320,3734998
Spain,ESP,1984,6143125,3761398
Spain,ESP,1985,6233567,3797487
Spain,ESP,1986,6328971,3847876
Spain,ESP,1987,6423273,3917318
Spain,ESP,1988,6506996,4009390
Spain,ESP,1989,6611095,4166776
Spain,ESP,1990,6661774,4294972
Spain,ESP,1991,6683401,4388047
Spain,ESP,1992,6654620,4424195
Spain,ESP,1993,6599145,4410892
Spain,ESP,1994,6543278,4357820
Spain,ESP,1995,6462202,4279260
Spain,ESP,1996,6401465,4189575
Spain,ESP,1997,6350943,4097222
Spain,ESP,1998,6312094,4018439
Spain,ESP,1999,6264639,3988812
Spain,ESP,2000,6204932,4013630
Spain,ESP,2001,6139681,4085810
Spain,ESP,2002,6060769,4181727
Spain,ESP,2003,5938328,4240704
Spain,ESP,2004,5862490,4302704
Spain,ESP,2005,5805694,4347130
Spain,ESP,2006,5746962,4341839
Spain,ESP,2007,5726160,4323078
Spain,ESP,2008,5709760,4289375
Spain,ESP,2009,5662308,4232287
Spain,ESP,2010,5639793,4191880
Spain,ESP,2011,5623193,4165715
Spain,ESP,2012,5636023,4162598
Sri Lanka,LKA,1980,1216500,70460
Sri Lanka,LKA,1981,1236301,72178
Sri Lanka,LKA,1982,1255937,73779
Sri Lanka,LKA,1983,1275995,75341
Sri Lanka,LKA,1984,1296331,76922
Sri Lanka,LKA,1985,1317487,78666
Sri Lanka,LKA,1986,1339956,80585
Sri Lanka,LKA,1987,1363978,82686
Sri Lanka,LKA,1988,1388506,84979
Sri Lanka,LKA,1989,1412697,87382
Sri Lanka,LKA,1990,1435228,89823
Sri Lanka,LKA,1991,1456645,92310
Sri Lanka,LKA,1992,1477044,94840
Sri Lanka,LKA,1993,1496881,97372
Sri Lanka,LKA,1994,1513883,99809
Sri Lanka,LKA,1995,1530235,101993
Sri Lanka,LKA,1996,1545079,103977
Sri Lanka,LKA,1997,1552215,102009
Sri Lanka,LKA,1998,1559421,100402
Sri Lanka,LKA,1999,1567462,98884
Sri Lanka,LKA,2000,1577481,97231
Sri Lanka,LKA,2001,1590869,95734
Sri Lanka,LKA,2002,1599695,91588
Sri Lanka,LKA,2003,1611252,87854
Sri Lanka,LKA,2004,1623654,81777
Sri Lanka,LKA,2005,1637980,76264
Sri Lanka,LKA,2006,1653475,71801
Sri Lanka,LKA,2007,1678775,72192
Sri Lanka,LKA,2008,1705196,73069
Sri Lanka,LKA,2009,1733866,74522
Sri Lanka,LKA,2010,1763990,76314
Sri Lanka,LKA,2011,1792881,78392
Sri Lanka,LKA,2012,1821383,80851
Sudan,SDN,1980,504564,82393
Sudan,SDN,1981,522760,85297
Sudan,SDN,1982,542696,88212
Sudan,SDN,1983,563736,91637
Sudan,SDN,1984,584247,95269
Sudan,SDN,1985,603635,98957
Sudan,SDN,1986,622555,102761
Sudan,SDN,1987,640355,106060
Sudan,SDN,1988,657060,109043
Sudan,SDN,1989,674457,111878
Sudan,SDN,1990,694372,115223
Sudan,SDN,1991,717860,119001
Sudan,SDN,1992,742630,122794
Sudan,SDN,1993,767217,126750
Sudan,SDN,1994,791642,130656
Sudan,SDN,1995,815540,134682
Sudan,SDN,1996,838641,138701
Sudan,SDN,1997,861103,142426
Sudan,SDN,1998,884353,145944
Sudan,SDN,1999,909114,149456
Sudan,SDN,2000,934861,152850
Sudan,SDN,2001,960828,156032
Sudan,SDN,2002,986526,159202
Sudan,SDN,2003,1014184,163282
Sudan,SDN,2004,1044274,168119
Sudan,SDN,2005,1076605,173753
Sudan,SDN,2006,1111430,179913
Sudan,SDN,2007,1148831,186241
Sudan,SDN,2008,1188985,193047
Sudan,SDN,2009,1229906,199541
Sudan,SDN,2010,1270924,204650
Sudan,SDN,2011,1313700,210203
Sudan,SDN,2012,1356758,216948
Suriname,SUR,1980,10908,2430
Suriname,SUR,1981,11234,2500
Suriname,SUR,1982,11534,2568
Suriname,SUR,1983,11831,2636
Suriname,SUR,1984,12137,2704
Suriname,SUR,1985,12436,2770
Suriname,SUR,1986,12754,2839
Suriname,SUR,1987,13106,2914
Suriname,SUR,1988,13430,2988
Suriname,SUR,1989,13738,3062
Suriname,SUR,1990,14095,3140
Suriname,SUR,1991,14413,3215
Suriname,SUR,1992,14724,3305
Suriname,SUR,1993,15082,3399
Suriname,SUR,1994,15404,3487
Suriname,SUR,1995,15713,3569
Suriname,SUR,1996,15971,3637
Suriname,SUR,1997,16129,3669
Suriname,SUR,1998,16278,3701
Suriname,SUR,1999,16526,3745
Suriname,SUR,2000,16815,3795
Suriname,SUR,2001,17120,3858
Suriname,SUR,2002,17414,3919
Suriname,SUR,2003,17680,3980
Suriname,SUR,2004,17922,4044
Suriname,SUR,2005,18110,4105
Suriname,SUR,2006,18287,4172
Suriname,SUR,2007,18444,4232
Suriname,SUR,2008,18595,4285
Suriname,SUR,2009,18758,4334
Suriname,SUR,2010,18911,4378
Suriname,SUR,2011,19048,4420
Suriname,SUR,2012,19174,4457
Sweden,SWE,1980,982697,869568
Sweden,SWE,1981,958968,856400
Sweden,SWE,1982,936915,847642
Sweden,SWE,1983,915405,846874
Sweden,SWE,1984,899010,857279
Sweden,SWE,1985,886162,873623
Sweden,SWE,1986,877473,889075
Sweden,SWE,1987,869507,897907
Sweden,SWE,1988,863855,902029
Sweden,SWE,1989,857516,903364
Sweden,SWE,1990,849107,903686
Sweden,SWE,1991,833862,902129
Sweden,SWE,1992,813579,899606
Sweden,SWE,1993,786130,893658
Sweden,SWE,1994,756990,886809
Sweden,SWE,1995,726632,872632
Sweden,SWE,1996,695513,849374
Sweden,SWE,1997,665147,820609
Sweden,SWE,1998,638607,795866
Sweden,SWE,1999,614395,775573
Sweden,SWE,2000,589421,753908
Sweden,SWE,2001,561600,729026
Sweden,SWE,2002,529672,699706
Sweden,SWE,2003,494303,660666
Sweden,SWE,2004,461342,621282
Sweden,SWE,2005,436060,588500
Sweden,SWE,2006,422580,564825
Sweden,SWE,2007,418406,552521
Sweden,SWE,2008,421427,547867
Sweden,SWE,2009,433577,553724
Sweden,SWE,2010,450630,562305
Sweden,SWE,2011,468878,573622
Sweden,SWE,2012,486589,587802
Switzerland,CHE,1980,824625,577903
Switzerland,CHE,1981,826188,581721
Switzerland,CHE,1982,827696,592110
Switzerland,CHE,1983,825291,606544
Switzerland,CHE,1984,819906,619151
Switzerland,CHE,1985,814032,630205
Switzerland,CHE,1986,813470,641979
Switzerland,CHE,1987,824343,657582
Switzerland,CHE,1988,837407,672718
Switzerland,CHE,1989,848968,685496
Switzerland,CHE,1990,859863,696529
Switzerland,CHE,1991,876831,712822
Switzerland,CHE,1992,893860,729947
Switzerland,CHE,1993,911995,751382
Switzerland,CHE,1994,928789,772214
Switzerland,CHE,1995,946749,794818
Switzerland,CHE,1996,966486,813951
Switzerland,CHE,1997,973649,818840
Switzerland,CHE,1998,967080,813975
Switzerland,CHE,1999,946293,792540
Switzerland,CHE,2000,908090,754130
Switzerland,CHE,2001,868606,712625
Switzerland,CHE,2002,835721,676513
Switzerland,CHE,2003,801317,642411
Switzerland,CHE,2004,771167,611956
Switzerland,CHE,2005,745873,586325
Switzerland,CHE,2006,725638,567846
Switzerland,CHE,2007,711928,556057
Switzerland,CHE,2008,710626,556970
Switzerland,CHE,2009,716415,564917
Switzerland,CHE,2010,723358,575771
Switzerland,CHE,2011,732260,588594
Switzerland,CHE,2012,738656,600033
Syria,SYR,1980,695349,149290
Syria,SYR,1981,706690,152579
Syria,SYR,1982,720743,155944
Syria,SYR,1983,737579,159741
Syria,SYR,1984,758183,164286
Syria,SYR,1985,779037,168991
Syria,SYR,1986,802431,174400
Syria,SYR,1987,827120,180124
Syria,SYR,1988,851911,186040
Syria,SYR,1989,882937,192898
Syria,SYR,1990,915479,200088
Syria,SYR,1991,950067,207772
Syria,SYR,1992,985084,214865
Syria,SYR,1993,1021831,222152
Syria,SYR,1994,1059247,229399
Syria,SYR,1995,1098329,237397
Syria,SYR,1996,1139729,246751
Syria,SYR,1997,1182251,257162
Syria,SYR,1998,1225467,266722
Syria,SYR,1999,1271013,276226
Syria,SYR,2000,1315947,285426
Syria,SYR,2001,1357221,293840
Syria,SYR,2002,1394422,301031
Syria,SYR,2003,1435045,308723
Syria,SYR,2004,1484146,318025
Syria,SYR,2005,1546300,330014
Syria,SYR,2006,1625480,345911
Syria,SYR,2007,1719225,365371
Syria,SYR,2008,1816619,385675
Syria,SYR,2009,1899908,403002
Syria,SYR,2010,1959375,415527
Syria,SYR,2011,1990433,422706
Syria,SYR,2012,1996764,425114
Taiwan,TWN,1980,2393181,199321
Taiwan,TWN,1981,2471831,205681
Taiwan,TWN,1982,2540151,211730
Taiwan,TWN,1983,2608061,217863
Taiwan,TWN,1984,2677667,224416
Taiwan,TWN,1985,2748470,231163
Taiwan,TWN,1986,2819395,237995
Taiwan,TWN,1987,2888089,244793
Taiwan,TWN,1988,2956129,251595
Taiwan,TWN,1989,3025722,258142
Taiwan,TWN,1990,3098115,264391
Taiwan,TWN,1991,3165273,270856
Taiwan,TWN,1992,3246111,277829
Taiwan,TWN,1993,3316156,283941
Taiwan,TWN,1994,3387022,289774
Taiwan,TWN,1995,3455490,295367
Taiwan,TWN,1996,3521402,300413
Taiwan,TWN,1997,3528611,302995
Taiwan,TWN,1998,3536207,305417
Taiwan,TWN,1999,3540495,307305
Taiwan,TWN,2000,3533630,309013
Taiwan,TWN,2001,3540358,312622
Taiwan,TWN,2002,3498772,318357
Taiwan,TWN,2003,3425349,324905
Taiwan,TWN,2004,3349641,332557
Taiwan,TWN,2005,3272572,339910
Taiwan,TWN,2006,3204635,344554
Taiwan,TWN,2007,3145468,347391
Taiwan,TWN,2008,3102342,345901
Taiwan,TWN,2009,3069779,343940
Taiwan,TWN,2010,3060840,343593
Taiwan,TWN,2011,3065086,345699
Taiwan,TWN,2012,3079905,348838
Tajikistan,TJK,1980,364483,37070
Tajikistan,TJK,1981,385635,39001
Tajikistan,TJK,1982,408737,41116
Tajikistan,TJK,1983,433883,43387
Tajikistan,TJK,1984,460440,45748
Tajikistan,TJK,1985,487871,48217
Tajikistan,TJK,1986,516661,50862
Tajikistan,TJK,1987,545029,53558
Tajikistan,TJK,1988,574995,56419
